0.0000 -5.8361 0.9882
0.0286 -5.8325 0.9881
0.0571 -5.8218 0.9878
0.0857 -5.8039 0.9874
0.1143 -5.7789 0.9866
0.1429 -5.7466 0.9856
0.1714 -5.7070 0.9840
0.2000 -5.6609 0.9817
0.2286 -5.6081 0.9779
0.2571 -5.5488 0.9711
0.2857 -5.4844 0.9548
0.3143 -5.4181 0.8722
0.3429 -5.4001 0.2051
0.3714 -5.4620 0.0275
0.4000 -5.5277 0.0093
0.4286 -5.5891 0.0045
0.4571 -5.6441 0.0027
0.4857 -5.6924 0.0018
0.5143 -5.7343 0.0013
0.5429 -5.7687 0.0010
0.5714 -5.7964 0.0008
0.6000 -5.8166 0.0006
0.6286 -5.8298 0.0005
0.6571 -5.8357 0.0005
0.6857 -5.8345 0.0004
0.7143 -5.8262 0.0004
0.7429 -5.8107 0.0003
0.7714 -5.7881 0.0003
0.8000 -5.7580 0.0003
0.8286 -5.7213 0.0003
0.8571 -5.6770 0.0003
0.8857 -5.6265 0.0003
0.9143 -5.5693 0.0003
0.9429 -5.5061 0.0003
0.9714 -5.4396 0.0004
0.0000 -4.5993 0.0033
0.0286 -4.6270 0.0033
0.0571 -4.6786 0.0036
0.0857 -4.7324 0.0040
0.1143 -4.7845 0.0046
0.1429 -4.8342 0.0055
0.1714 -4.8846 0.0066
0.2000 -4.9456 0.0075
0.2286 -5.0255 0.0082
0.2571 -5.1150 0.0114
0.2857 -5.2041 0.0233
0.3143 -5.2842 0.0995
0.3429 -5.3042 0.7563
0.3714 -5.2324 0.9154
0.4000 -5.1451 0.8956
0.4286 -5.0546 0.8098
0.4571 -4.9703 0.5930
0.4857 -4.9031 0.2910
0.5143 -4.8505 0.1260
0.5429 -4.8012 0.0637
0.5714 -4.7500 0.0377
0.6000 -4.6967 0.0253
0.6286 -4.6433 0.0185
0.6571 -4.6030 0.0127
0.6857 -4.6130 0.0050
0.7143 -4.6607 0.0021
0.7429 -4.7145 0.0012
0.7714 -4.7673 0.0009
0.8000 -4.8177 0.0007
0.8286 -4.8672 0.0007
0.8571 -4.9233 0.0006
0.8857 -4.9971 0.0005
0.9143 -5.0847 0.0004
0.9429 -5.1749 0.0003
0.9714 -5.2594 0.0002
0.0000 -4.5214 0.0018
0.0286 -4.5342 0.0009
0.0571 -4.5791 0.0003
0.0857 -4.6328 0.0004
0.1143 -4.6839 0.0005
0.1429 -4.7312 0.0005
0.1714 -4.7785 0.0004
0.2000 -4.8344 0.0011
0.2286 -4.8812 0.0036
0.2571 -4.9111 0.0064
0.2857 -4.9294 0.0096
0.3143 -4.9388 0.0142
0.3429 -4.9402 0.0216
0.3714 -4.9335 0.0350
0.4000 -4.9183 0.0630
0.4286 -4.8927 0.1293
0.4571 -4.8522 0.2668
0.4857 -4.7963 0.2541
0.5143 -4.7464 0.0775
0.5429 -4.7000 0.0275
0.5714 -4.6502 0.0130
0.6000 -4.5971 0.0066
0.6286 -4.5464 0.0016
0.6571 -4.5223 0.0038
0.6857 -4.5261 0.0081
0.7143 -4.5618 0.0063
0.7429 -4.6150 0.0029
0.7714 -4.6672 0.0018
