    Temperature is: 300.00 K
 Atomic positions       80000
   C    -0.18103339   0.10067441   0.06287469
   C    -0.20073238   1.50236001   0.20831110
   C     2.33303098   0.06890221   0.05171389
   C     2.42635675   1.32696842   0.13035214
   C     4.96325201   0.15024754   0.04374225
   C     4.89303618   1.33395233   0.06407719
   C     7.41517955   0.00901904   0.07731005
   C     7.41196105   1.41142235   0.04517865
   C     9.92768892   0.03658217   0.00290362
   C     9.88291624   1.59714802   0.11860290
   C    12.22115165   0.02619402   0.03563884
   C    12.43777422   1.48121329   0.11634328
   C    14.80925314  -0.08383757   0.10718191
   C    14.61947388   1.47773509   0.16438093
   C    17.14997127   0.08040398   0.19088791
   C    17.15284271   1.48541916   0.20848194
   C    19.71481686   0.11084531   0.16061499
   C    19.68464506   1.41605757   0.27384897
   C    22.03418984   0.13722733   0.26189647
   C    22.24260280   1.40296539   0.25371650
   C    24.66587307   0.04389045   0.16839172
   C    24.57461658   1.44134970   0.33272236
   C    27.14466053   0.03601315   0.22039525
   C    27.16819314   1.42941877   0.27630962
   C    29.71054588   0.04588570   0.13212397
   C    29.59323265   1.38782413   0.19427851
   C    32.00676379  -0.05434637   0.23384707
   C    32.07860253   1.47484305   0.13123193
   C    34.51012836  -0.11027878   0.14609277
   C    34.51826455   1.40461991   0.13579093
   C    37.05272185  -0.04019417   0.14382671
   C    36.94829378   1.48837334   0.21235280
   C    39.35826231   0.02761521   0.17148721
   C    39.46578267   1.40652187   0.24920805
   C    41.97067477  -0.07422607   0.16774048
   C    41.95648922   1.48453120   0.20401350
   C    44.40979650   0.03184111   0.24869153
   C    44.34058044   1.45636777   0.22745718
   C    46.72087020  -0.06170509   0.28451796
   C    46.86960804   1.47579566   0.24405716
   C    49.43841342   0.04943055   0.21644633
   C    49.23102908   1.35892578   0.24293859
   C    51.68624935   0.12378931   0.07976910
   C    51.80098649   1.31378062   0.08680668
   C    54.21290456   0.04691636   0.00497998
   C    54.30888974   1.22339573   0.00522820
   C    56.74460355   0.05978274   0.08567200
   C    56.65401298   1.36839279  -0.07216881
   C    59.03880228   0.05865486   0.07136532
   C    59.24450695   1.33628069   0.00471890
   C    61.77385855   0.00442788   0.25791071
   C    61.67110623   1.35756266   0.13646640
   C    64.16047883   0.01544147   0.13109531
   C    64.12820199   1.34937168   0.02460710
   C    66.53211773  -0.12361105   0.03226054
   C    66.58075561   1.47782188  -0.00873256
   C    69.02035192  -0.09015584  -0.05896131
   C    69.13059656   1.47924577  -0.01767509
   C    71.56541219   0.02915216  -0.08918308
   C    71.48715554   1.44585195  -0.20140823
   C    73.97152527   0.07387420  -0.15550558
   C    73.96169713   1.51370905  -0.07463883
   C    76.41125735   0.08506762  -0.14685979
   C    76.48954013   1.41434327  -0.13148104
   C    78.83264263  -0.08636528  -0.10760127
   C    78.90636038   1.45131043  -0.20652408
   C    81.53653897  -0.03535121  -0.19033540
   C    81.43460675   1.41981184  -0.12589247
   C    83.95149478   0.05993723  -0.20560734
   C    83.94368060   1.40253247  -0.07975299
   C    86.44926211  -0.13237170  -0.17304473
   C    86.34936666   1.50642099  -0.26194441
   C    88.90973218   0.05520944  -0.18350873
   C    88.74713715   1.51793313  -0.30327943
   C    91.24683327  -0.09320521  -0.22247454
   C    91.38944135   1.54767008  -0.17895253
   C    93.78733327   0.01062361  -0.20806049
   C    93.72811317   1.45569181  -0.01398483
   C    96.17285780  -0.00530433  -0.37989163
   C    96.24927961   1.46388170  -0.35054479
   C    98.69973231   0.03356299  -0.40291911
   C    98.81897860   1.50284602  -0.33745431
   C   101.30502427  -0.07221714  -0.37414518
   C   101.27413366   1.53472790  -0.44158700
   C   103.68702238  -0.00924771  -0.35561183
   C   103.63704702   1.39521184  -0.44244662
   C   106.24529151  -0.04634131  -0.29369700
   C   106.01073701   1.47618203  -0.31963129
   C   108.63322332  -0.01632988  -0.38776109
   C   108.69494577   1.54598986  -0.23901242
   C   111.05841197  -0.02026293  -0.19758724
   C   111.11893250   1.39884568  -0.25775873
   C   113.55334144  -0.01825823  -0.15818034
   C   113.58290074   1.51602091  -0.28102788
