# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    0.200000000    3.088395474    7.032227836    5.702494847
    0.207178631    3.087979688    7.030970919    5.701390760
    0.214357262    3.087549424    7.029670255    5.700248321
    0.221535893    3.087104703    7.028325903    5.699067592
    0.228714524    3.086645542    7.026937925    5.697848633
    0.235893155    3.086171963    7.025506383    5.696591507
    0.243071786    3.085683986    7.024031343    5.695296281
    0.250250417    3.085181633    7.022512870    5.693963022
    0.257429048    3.084664926    7.020951035    5.692591800
    0.264607679    3.084133887    7.019345907    5.691182685
    0.271786311    3.083588540    7.017697560    5.689735750
    0.278964942    3.083028908    7.016006067    5.688251072
    0.286143573    3.082455016    7.014271504    5.686728726
    0.293322204    3.081866889    7.012493951    5.685168792
    0.300500835    3.081264553    7.010673486    5.683571350
    0.307679466    3.080648034    7.008810193    5.681936483
    0.314858097    3.080017359    7.006904154    5.680264274
    0.322036728    3.079372554    7.004955455    5.678554811
    0.329215359    3.078713649    7.002964183    5.676808181
    0.336393990    3.078040672    7.000930428    5.675024474
    0.343572621    3.077353651    6.998854281    5.673203781
    0.350751252    3.076652618    6.996735834    5.671346195
    0.357929883    3.075937601    6.994575182    5.669451813
    0.365108514    3.075208632    6.992372421    5.667520729
    0.372287145    3.074465743    6.990127650    5.665553044
    0.379465776    3.073708965    6.987840967    5.663548857
    0.386644407    3.072938331    6.985512476    5.661508270
    0.393823038    3.072153874    6.983142278    5.659431387
    0.401001669    3.071355628    6.980730479    5.657318313
    0.408180301    3.070543627    6.978277186    5.655169156
    0.415358932    3.069717906    6.975782507    5.652984023
    0.422537563    3.068878500    6.973246552    5.650763025
    0.429716194    3.068025444    6.970669433    5.648506274
    0.436894825    3.067158776    6.968051263    5.646213884
    0.444073456    3.066278532    6.965392157    5.643885970
    0.451252087    3.065384750    6.962692232    5.641522648
    0.458430718    3.064477467    6.959951606    5.639124036
    0.465609349    3.063556722    6.957170400    5.636690255
    0.472787980    3.062622554    6.954348733    5.634221425
    0.479966611    3.061675003    6.951486730    5.631717671
    0.487145242    3.060714108    6.948584515    5.629179115
    0.494323873    3.059739910    6.945642214    5.626605884
    0.501502504    3.058752450    6.942659955    5.623998105
    0.508681135    3.057751769    6.939637867    5.621355906
    0.515859766    3.056737909    6.936576080    5.618679419
    0.523038397    3.055710913    6.933474727    5.615968775
    0.530217028    3.054670823    6.930333941    5.613224107
    0.537395659    3.053617684    6.927153858    5.610445548
    0.544574290    3.052551538    6.923934614    5.607633236
    0.551752922    3.051472430    6.920676347    5.604787307
    0.558931553    3.050380406    6.917379197    5.601907899
    0.566110184    3.049275509    6.914043304    5.598995153
    0.573288815    3.048157786    6.910668810    5.596049209
    0.580467446    3.047027282    6.907255859    5.593070211
    0.587646077    3.045884045    6.903804596    5.590058301
    0.594824708    3.044728121    6.900315167    5.587013625
    0.602003339    3.043559558    6.896787720    5.583936328
    0.609181970    3.042378404    6.893222403    5.580826559
    0.616360601    3.041184706    6.889619367    5.577684465
    0.623539232    3.039978514    6.885978764    5.574510197
    0.630717863    3.038759876    6.882300746    5.571303905
    0.637896494    3.037528842    6.878585466    5.568065742
    0.645075125    3.036285461    6.874833081    5.564795861
    0.652253756    3.035029785    6.871043747    5.561494415
    0.659432387    3.033761864    6.867217621    5.558161561
    0.666611018    3.032481748    6.863354862    5.554797455
    0.673789649    3.031189489    6.859455630    5.551402255
    0.680968280    3.029885140    6.855520086    5.547976118
    0.688146912    3.028568751    6.851548393    5.544519205
    0.695325543    3.027240376    6.847540713    5.541031677
    0.702504174    3.025900068    6.843497212    5.537513694
    0.709682805    3.024547879    6.839418055    5.533965420
    0.716861436    3.023183864    6.835303409    5.530387017
    0.724040067    3.021808075    6.831153441    5.526778651
    0.731218698    3.020420569    6.826968320    5.523140487
    0.738397329    3.019021398    6.822748216    5.519472690
    0.745575960    3.017610618    6.818493299    5.515775429
    0.752754591    3.016188284    6.814203742    5.512048870
    0.759933222    3.014754452    6.809879717    5.508293184
    0.767111853    3.013309178    6.805521398    5.504508539
    0.774290484    3.011852517    6.801128959    5.500695105
    0.781469115    3.010384527    6.796702575    5.496853055
    0.788647746    3.008905263    6.792242424    5.492982559
    0.795826377    3.007414784    6.787748683    5.489083792
    0.803005008    3.005913146    6.783221530    5.485156925
    0.810183639    3.004400407    6.778661143    5.481202134
    0.817362270    3.002876624    6.774067703    5.477219592
    0.824540902    3.001341857    6.769441390    5.473209477
    0.831719533    2.999796163    6.764782387    5.469171963
    0.838898164    2.998239602    6.760090874    5.465107228
    0.846076795    2.996672231    6.755367036    5.461015449
    0.853255426    2.995094111    6.750611056    5.456896803
    0.860434057    2.993505300    6.745823119    5.452751471
    0.867612688    2.991905858    6.741003409    5.448579630
    0.874791319    2.990295846    6.736152113    5.444381460
    0.881969950    2.988675323    6.731269418    5.440157143
    0.889148581    2.987044349    6.726355510    5.435906857
    0.896327212    2.985402986    6.721410578    5.431630785
    0.903505843    2.983751293    6.716434810    5.427329109
    0.910684474    2.982089333    6.711428396    5.423002010
    0.917863105    2.980417165    6.706391525    5.418649671
    0.925041736    2.978734852    6.701324388    5.414272276
    0.932220367    2.977042454    6.696227175    5.409870007
    0.939398998    2.975340035    6.691100079    5.405443048
    0.946577629    2.973627655    6.685943291    5.400991584
    0.953756260    2.971905376    6.680757003    5.396515798
    0.960934891    2.970173261    6.675541410    5.392015877
    0.968113523    2.968431373    6.670296704    5.387492005
    0.975292154    2.966679773    6.665023079    5.382944367
    0.982470785    2.964918525    6.659720730    5.378373150
    0.989649416    2.963147692    6.654389852    5.373778539
    0.996828047    2.961367335    6.649030641    5.369160720
    1.004006678    2.959577520    6.643643291    5.364519881
    1.011185309    2.957778308    6.638227999    5.359856208
    1.018363940    2.955969763    6.632784961    5.355169887
    1.025542571    2.954151950    6.627314375    5.350461106
    1.032721202    2.952324930    6.621816437    5.345730052
    1.039899833    2.950488769    6.616291346    5.340976913
    1.047078464    2.948643530    6.610739298    5.336201876
    1.054257095    2.946789277    6.605160493    5.331405129
    1.061435726    2.944926073    6.599555127    5.326586859
    1.068614357    2.943053984    6.593923401    5.321747255
    1.075792988    2.941173074    6.588265513    5.316886504
    1.082971619    2.939283406    6.582581661    5.312004795
    1.090150250    2.937385045    6.576872046    5.307102315
    1.097328881    2.935478056    6.571136868    5.302179252
    1.104507513    2.933562503    6.565376324    5.297235795
    1.111686144    2.931638451    6.559590617    5.292272131
    1.118864775    2.929705965    6.553779945    5.287288449
    1.126043406    2.927765108    6.547944509    5.282284937
    1.133222037    2.925815946    6.542084509    5.277261783
    1.140400668    2.923858544    6.536200146    5.272219173
    1.147579299    2.921892967    6.530291620    5.267157298
    1.154757930    2.919919279    6.524359131    5.262076343
    1.161936561    2.917937545    6.518402882    5.256976497
    1.169115192    2.915947831    6.512423071    5.251857947
    1.176293823    2.913950201    6.506419900    5.246720880
    1.183472454    2.911944720    6.500393571    5.241565485
    1.190651085    2.909931453    6.494344282    5.236391947
    1.197829716    2.907910465    6.488272237    5.231200454
    1.205008347    2.905881822    6.482177634    5.225991192
    1.212186978    2.903845588    6.476060675    5.220764348
    1.219365609    2.901801828    6.469921561    5.215520109
    1.226544240    2.899750607    6.463760493    5.210258659
    1.233722871    2.897691990    6.457577670    5.204980186
    1.240901503    2.895626042    6.451373294    5.199684874
    1.248080134    2.893552829    6.445147564    5.194372909
    1.255258765    2.891472414    6.438900682    5.189044476
    1.262437396    2.889384863    6.432632847    5.183699759
