    Temperature is: 300.00 K
 Atomic positions       20000
   C     0.00946825   0.02966906   0.06193835
   C    -0.09723347   1.47226024   0.11128495
   C     2.42729446   0.05636494  -0.01908348
   C     2.47332405   1.41893800   0.08863625
   C     4.93272742   0.04529478  -0.04981154
   C     4.96963956   1.36371037  -0.00656184
   C     7.51068545   0.10485902  -0.03733060
   C     7.36651230   1.43592947  -0.07696736
   C     9.86480053   0.09991011  -0.13066692
   C     9.96553015   1.48589363  -0.25195038
   C    12.29348851   0.07051288  -0.25239013
   C    12.29056766   1.43685235  -0.21704453
   C    14.75227439   0.04179912  -0.32601956
   C    14.76599729   1.42574143  -0.23635036
   C    17.20712741  -0.00320547  -0.33330678
   C    17.27165663   1.42234743  -0.37920124
   C    19.60780329  -0.01253569  -0.30144210
   C    19.72143242   1.47080174  -0.39603382
   C    22.31515585  -0.12308601  -0.30850907
   C    22.20889509   1.47366785  -0.23768903
   C    24.64879583   0.06312345  -0.35909992
   C    24.64340569   1.39846701  -0.29995076
   C    27.21418465  -0.10815675  -0.17650327
   C    27.14334453   1.59119331  -0.11444351
   C    29.58003324  -0.00150005  -0.19213876
   C    29.66476075   1.39286038  -0.15781331
   C    32.14164932   0.05526672  -0.18681509
   C    31.98931230   1.35547036  -0.13513287
   C    34.49557274   0.00833904  -0.09336902
   C    34.68755084   1.31645185  -0.04709259
   C    36.97294177  -0.07752212  -0.24144018
   C    36.96324677   1.48779293  -0.08046954
   C    39.40324095  -0.07851751  -0.16708709
   C    39.53526032   1.35993922  -0.08069431
   C    41.97653124  -0.08721490  -0.07261937
   C    41.84916095   1.35337747  -0.00528168
   C    44.40641707  -0.07206753  -0.04596625
   C    44.46505871   1.59443809   0.03406607
   C    46.84338090   0.02874816  -0.03278593
   C    46.76493517   1.47883375   0.12438532
   C    49.30344821  -0.00015366   0.08003892
   C    49.27874590   1.49032122   0.01359987
   C    51.80162629   0.05727685  -0.07428100
   C    51.85174522   1.39788484  -0.04957392
   C    54.24800851   0.04613695  -0.15107685
   C    54.34008158   1.46078967  -0.15106214
   C    56.77607813   0.13851385   0.01419541
   C    56.80673560   1.37998216  -0.09548649
   C    59.16466867   0.03462963  -0.01326618
   C    59.28056633   1.41242950  -0.13317274
   C    61.66289703  -0.01921396  -0.01416069
   C    61.81786196   1.47852082  -0.01756309
   C    64.27390493   0.00222786  -0.16985113
   C    64.06685870   1.41802857  -0.05229318
   C    66.64824867  -0.00251331  -0.11808280
   C    66.55516262   1.41209333  -0.05149845
   C    69.15164156   0.10421419  -0.07873688
   C    69.26851935   1.31460934  -0.09888130
   C    71.54050708   0.01077069  -0.22526539
   C    71.57570404   1.35571462  -0.20323583
   C    74.07640598  -0.09979505  -0.18597895
   C    74.11831330   1.38979036  -0.23433433
   C    76.54373839   0.17126369  -0.21209984
   C    76.42416141   1.35708633  -0.25007762
   C    78.84982306   0.00123012  -0.18606448
   C    78.90180931   1.45504492  -0.16052762
   C    81.47951570   0.01642941  -0.11847823
   C    81.43373441   1.45055337  -0.03203588
   C    83.95283951  -0.05776185  -0.16096717
   C    83.83689194   1.42685648  -0.31604407
   C    86.25809792   0.00596171  -0.09286952
   C    86.40610106   1.39561617  -0.25943712
   C    88.93868936  -0.07918407  -0.16899564
   C    88.77373251   1.43148063  -0.16068111
   C    91.31416268   0.05553920  -0.06715563
   C    91.27219779   1.41552771  -0.07696454
   C    93.69082630   0.07365694  -0.10200377
   C    93.73556376   1.27186513  -0.13084619
   C    96.17636105  -0.08479037  -0.09016433
   C    96.17309982   1.35448589  -0.17742195
   C    98.67362458  -0.11037840  -0.01502455
   C    98.60470618   1.41268596  -0.11196142
   C   101.03050929  -0.02668185   0.01296963
   C   101.13001120   1.42404978  -0.09891208
   C   103.60043692  -0.09182259  -0.06341069
   C   103.64867054   1.40779191  -0.17453201
   C   106.08389403  -0.01847265  -0.02734256
   C   105.97032223   1.39467937  -0.08840791
   C   108.48381287  -0.04904805  -0.17628998
   C   108.59552490   1.42220184  -0.11408242
   C   110.99401631  -0.02889337  -0.23306829
   C   111.02017232   1.34927150  -0.22954466
   C   113.45856426  -0.11032923  -0.14139543
   C   113.46106585   1.45271853  -0.20933005
   C   116.12453748  -0.08878317  -0.16129916
   C   115.99559031   1.47354122  -0.02254778
   C   118.48173308  -0.04220969  -0.08357116
   C   118.34854769   1.43575769  -0.06933742
   C   120.86991191  -0.04985704  -0.15220800
   C   120.87940361   1.40148701  -0.16480634
   C   123.41754631  -0.08626475  -0.14402270
   C   123.45549555   1.38352662   0.01728759
   C   125.87504150   0.00550174  -0.07842412
   C   125.84113505   1.32176631  -0.10937529
   C   128.28132132   0.04390228  -0.16265569
   C   128.24190509   1.48892169  -0.00013863
   C   130.76346065   0.06455686  -0.14165092
   C   130.89713660   1.35481924  -0.18523978
   C   133.24915135  -0.00235758  -0.00233493
   C   133.28132861   1.39435950  -0.05722865
   C   135.72252538  -0.05074731  -0.00995919
   C   135.75108473   1.49353786   0.02091190
   C   138.18254313   0.06492856  -0.01661101
   C   138.20279942   1.40385043   0.10714946
   C   140.68691744   0.00616709  -0.00406262
   C   140.71963727   1.42002206  -0.00647749
   C   143.10726397  -0.00260292   0.19285117
   C   143.19925467   1.45386870   0.18043920
   C   145.72509498  -0.11788177   0.03570529
   C   145.62620180   1.47548105   0.13402304
   C   148.14725599  -0.01775030   0.12224939
   C   148.13665516   1.44638189   0.12838455
   C   150.59628769   0.12719917   0.18141960
   C   150.62665756   1.35467482   0.10784047
   C   153.03391734   0.07568663   0.18181958
   C   153.18744275   1.45634953   0.16677816
   C   155.48715970   0.03842604   0.07563197
   C   155.48692059   1.48174731   0.03357797
   C   157.98231772  -0.01702344   0.15249933
   C   157.93427563   1.47558759   0.06318564
   C   160.49009885   0.09005375   0.18477108
   C   160.39910481   1.39103457   0.05760776
   C   162.81995703   0.03780587   0.22956468
   C   162.87374582   1.43249393   0.21845551
   C   165.43250149   0.02392612   0.19076244
   C   165.41186994   1.52280498   0.11866893
   C   168.02642525   0.11065181   0.05164526
   C   167.84140950   1.36558567   0.03476652
   C   170.21373269   0.06314796   0.10761570
   C   170.33456143   1.45165644   0.12183605
   C   172.77519700  -0.01349413   0.10305263
   C   172.76633397   1.40180192   0.16034521
   C   175.26942510  -0.00923785   0.16563610
   C   175.14508270   1.50447824   0.18184421
   C   177.67571338  -0.12485352   0.22354566
   C   177.61314337   1.55993000   0.14415180
