# energy grid [eV]     epsr_x  epsr_y  epsr_z
#
    0.200000000   10.022378182    7.861880541   12.183240872
    0.207178631   10.024255910    7.863220163   12.185589511
    0.214357262   10.026200761    7.864607608   12.188022059
    0.221535893   10.028212829    7.866042939   12.190538629
    0.228714524   10.030292214    7.867526218   12.193139342
    0.235893155   10.032439018    7.869057513   12.195824318
    0.243071786   10.034653347    7.870636891   12.198593685
    0.250250417   10.036935311    7.872264422   12.201447574
    0.257429048   10.039285023    7.873940179   12.204386120
    0.264607679   10.041702598    7.875664237   12.207409462
    0.271786311   10.044188155    7.877436673   12.210517743
    0.278964942   10.046741820    7.879257565   12.213711111
    0.286143573   10.049363717    7.881126996   12.216989718
    0.293322204   10.052053977    7.883045049   12.220353718
    0.300500835   10.054812735    7.885011809   12.223803272
    0.307679466   10.057640127    7.887027365   12.227338545
    0.314858097   10.060536294    7.889091808   12.230959705
    0.322036728   10.063501381    7.891205230   12.234666925
    0.329215359   10.066535536    7.893367727   12.238460381
    0.336393990   10.069638910    7.895579395   12.242340256
    0.343572621   10.072811660    7.897840334   12.246306735
    0.350751252   10.076053944    7.900150647   12.250360009
    0.357929883   10.079365925    7.902510438   12.254500271
    0.365108514   10.082747771    7.904919813   12.258727721
    0.372287145   10.086199650    7.907378881   12.263042562
    0.379465776   10.089721737    7.909887755   12.267445002
    0.386644407   10.093314211    7.912446548   12.271935254
    0.393823038   10.096977252    7.915055376   12.276513535
    0.401001669   10.100711047    7.917714359   12.281180066
    0.408180301   10.104515785    7.920423616   12.285935072
    0.415358932   10.108391659    7.923183273   12.290778786
    0.422537563   10.112338867    7.925993455   12.295711441
    0.429716194   10.116357611    7.928854290   12.300733279
    0.436894825   10.120448094    7.931765910   12.305844544
    0.444073456   10.124610528    7.934728449   12.311045485
    0.451252087   10.128845124    7.937742042   12.316336356
    0.458430718   10.133152101    7.940806829   12.321717417
    0.465609349   10.137531680    7.943922950   12.327188932
    0.472787980   10.141984088    7.947090551   12.332751169
    0.479966611   10.146509552    7.950309776   12.338404401
    0.487145242   10.151108309    7.953580775   12.344148908
    0.494323873   10.155780596    7.956903700   12.349984973
    0.501502504   10.160526657    7.960278706   12.355912885
    0.508681135   10.165346737    7.963705950   12.361932937
    0.515859766   10.170241088    7.967185591   12.368045428
    0.523038397   10.175209967    7.970717792   12.374250662
    0.530217028   10.180253632    7.974302718   12.380548948
    0.537395659   10.185372350    7.977940537   12.386940600
    0.544574290   10.190566389    7.981631421   12.393425939
    0.551752922   10.195836022    7.985375543   12.400005288
    0.558931553   10.201181529    7.989173079   12.406678978
    0.566110184   10.206603192    7.993024208   12.413447344
    0.573288815   10.212101298    7.996929114   12.420310728
    0.580467446   10.217676141    8.000887981   12.427269477
    0.587646077   10.223328017    8.004900996   12.434323941
    0.594824708   10.229057228    8.008968352   12.441474480
    0.602003339   10.234864080    8.013090242   12.448721456
    0.609181970   10.240748887    8.017266864   12.456065238
    0.616360601   10.246711964    8.021498416   12.463506201
    0.623539232   10.252753633    8.025785102   12.471044726
    0.630717863   10.258874220    8.030127129   12.478681199
    0.637896494   10.265074059    8.034524705   12.486416011
    0.645075125   10.271353484    8.038978044   12.494249563
    0.652253756   10.277712840    8.043487359   12.502182257
    0.659432387   10.284152473    8.048052871   12.510214504
    0.666611018   10.290672736    8.052674801   12.518346720
    0.673789649   10.297273988    8.057353375   12.526579328
    0.680968280   10.303956592    8.062088820   12.534912757
    0.688146912   10.310720917    8.066881370   12.543347442
    0.695325543   10.317567338    8.071731258   12.551883825
    0.702504174   10.324496235    8.076638723   12.560522354
    0.709682805   10.331507994    8.081604008   12.569263483
    0.716861436   10.338603008    8.086627357   12.578107672
    0.724040067   10.345781673    8.091709021   12.587055391
    0.731218698   10.353044393    8.096849250   12.596107113
    0.738397329   10.360391578    8.102048301   12.605263320
    0.745575960   10.367823642    8.107306434   12.614524499
    0.752754591   10.375341008    8.112623911   12.623891145
    0.759933222   10.382944103    8.118001000   12.633363761
    0.767111853   10.390633361    8.123437970   12.642942856
    0.774290484   10.398409223    8.128935097   12.652628945
    0.781469115   10.406272134    8.134492657   12.662422552
    0.788647746   10.414222547    8.140110934   12.672324209
